"Device ID","Device code",Count,"Total Data","Persentase longlat (0)"
202544,B-9543-CXS,0,0,0%
202545,B-9545-CXS,1,1355,0.07%
202546,B-9606-CXS,0,1339,0%
202547,B-9609-CXS,0,1341,0%
202548,B-9596-CXS,0,1340,0%
202549,B-9604-CXS,2,1359,0.15%
202550,B-9602-CXS,10,1349,0.74%
202551,B-9648-CXS,40,1348,2.97%
202552,B-9649-CXS,15,1359,1.1%
202553,B-9719-CXS,1,1343,0.07%
202554,B-9722-CXS,7,1350,0.52%
202555,B-9720-CXS,30,1348,2.23%
202556,B-9716-CXS,2,1343,0.15%
202557,B-9723-CXS,1,1361,0.07%
